Order Date,Region,Category,Sub-Category,Sales,Profit
2017-03-23,East,Office Supplies,Paper,25.68,11.556
2017-03-23,East,Office Supplies,Supplies,347.58,17.379
2017-03-23,West,Furniture,Furnishings,211.84,76.2624
2017-03-23,West,Office Supplies,Binders,34.76,11.297
2017-03-23,West,Office Supplies,Paper,20.04,9.6192
2017-03-23,West,Office Supplies,Storage,32.48,4.872
2017-03-23,West,Technology,Copiers,13999.96,6719.9808
2017-03-24,Central,Office Supplies,Storage,12.768,0.9576
2017-03-24,East,Furniture,Chairs,479.61,62.70140000000001
2017-03-24,East,Office Supplies,Envelopes,47.01,22.0947
2017-03-24,East,Office Supplies,Paper,221.92,106.5216
2017-03-24,East,Technology,Accessories,26.0,11.7
2017-03-24,East,Technology,Phones,469.99,136.2971
2017-03-25,Central,Furniture,Chairs,1986.52,482.5819
2017-03-25,Central,Office Supplies,Paper,6.848,2.14
2017-03-25,Central,Technology,Phones,470.376,47.0376
2017-03-25,East,Office Supplies,Art,11.05,2.9835
2017-03-25,West,Office Supplies,Appliances,176.04,45.7704
2017-03-25,West,Office Supplies,Art,39.120000000000005,11.4156
2017-03-25,West,Office Supplies,Binders,185.92,62.748
2017-03-25,West,Technology,Copiers,479.984,59.998
2017-03-25,West,Technology,Phones,211.168,15.8376
2017-03-26,Central,Furniture,Furnishings,60.84,23.1192
2017-03-26,Central,Office Supplies,Appliances,87.168,-226.6368
2017-03-26,Central,Office Supplies,Paper,74.352,23.235
2017-03-26,Central,Office Supplies,Storage,32.232,2.4174
2017-03-26,Central,Technology,Accessories,143.96,1.7995
2017-03-26,Central,Technology,Copiers,2399.96,569.9905
2017-03-26,East,Furniture,Bookcases,257.568,-28.9764
2017-03-26,East,Technology,Phones,119.96,33.5888
2017-03-26,South,Office Supplies,Fasteners,3.76,1.316
2017-03-26,South,Technology,Accessories,53.25,20.7675
2017-03-26,West,Office Supplies,Art,19.83,5.949
2017-03-27,Central,Furniture,Bookcases,1023.332,-30.098
2017-03-27,Central,Furniture,Chairs,811.804,-74.971
2017-03-27,Central,Technology,Accessories,39.992,6.9986
2017-03-27,East,Furniture,Furnishings,15.008,1.5008
2017-03-27,South,Furniture,Tables,292.1,58.42
2017-03-27,South,Office Supplies,Binders,17.76,8.88
2017-03-27,South,Office Supplies,Labels,8.26,3.7996
2017-03-27,South,Office Supplies,Paper,17.64,8.1144
2017-03-27,South,Office Supplies,Storage,332.94,9.9882
2017-03-27,South,Technology,Phones,206.1,55.647
2017-03-27,West,Office Supplies,Paper,168.58,80.2436
2017-03-28,South,Office Supplies,Binders,68.742,-48.1194
2017-03-28,West,Furniture,Furnishings,48.04,16.9616
2017-03-28,West,Office Supplies,Paper,59.72,28.7952
2017-03-28,West,Office Supplies,Storage,795.48,7.9548
2017-03-28,West,Technology,Machines,532.72,53.272
2017-03-29,Central,Office Supplies,Storage,81.4,21.164
2017-03-30,Central,Office Supplies,Envelopes,325.86,149.8956
2017-03-30,East,Office Supplies,Binders,5.715,-4.7625
2017-03-30,South,Office Supplies,Storage,59.76,16.7328
2017-03-30,West,Furniture,Furnishings,94.2,39.564
2017-03-30,West,Office Supplies,Art,6.08,2.0672
2017-03-30,West,Technology,Phones,164.792,18.5391
2017-03-31,Central,Furniture,Bookcases,205.3328,-36.2352
2017-03-31,Central,Office Supplies,Appliances,33.62,-90.774
2017-03-31,Central,Office Supplies,Binders,13.468,-22.8956
2017-03-31,East,Furniture,Furnishings,29.78,8.0406
2017-03-31,East,Office Supplies,Paper,75.04,36.0192
2017-03-31,East,Technology,Phones,762.5300000000001,198.2578
2017-03-31,South,Furniture,Furnishings,61.0,25.62
2017-03-31,South,Office Supplies,Binders,98.66,48.0476
2017-03-31,South,Technology,Copiers,2999.95,1439.976
2017-03-31,South,Technology,Phones,671.93,188.1404
2017-03-31,West,Office Supplies,Supplies,29.7,8.019
2017-04-01,Central,Office Supplies,Envelopes,28.4,13.348
2017-04-01,Central,Office Supplies,Storage,94.2,23.55
2017-04-01,East,Office Supplies,Paper,42.93,19.3185
2017-04-01,South,Furniture,Chairs,218.352,-19.1058
2017-04-01,South,Furniture,Furnishings,127.95,21.7515
2017-04-01,South,Office Supplies,Appliances,20.808,1.8207
2017-04-01,South,Office Supplies,Labels,6.264,2.0358
2017-04-01,South,Technology,Phones,23.976,-5.6943
2017-04-01,West,Furniture,Bookcases,482.664,85.176
2017-04-01,West,Office Supplies,Binders,121.68,38.025
2017-04-01,West,Office Supplies,Labels,5.78,2.7166
2017-04-01,West,Technology,Machines,4799.984,359.9988
2017-04-02,East,Office Supplies,Art,11.12,2.8912
2017-04-02,South,Furniture,Tables,411.8,70.006
2017-04-02,South,Office Supplies,Labels,14.94,6.8724
2017-04-02,South,Technology,Accessories,360.0,129.6
2017-04-02,West,Furniture,Furnishings,25.11,6.5286
2017-04-03,Central,Office Supplies,Art,7.056,2.205
2017-04-03,East,Furniture,Furnishings,25.472,7.6416
2017-04-04,Central,Technology,Phones,383.84,47.98
2017-04-04,East,Office Supplies,Art,7.04,2.0416
2017-04-04,East,Office Supplies,Envelopes,16.98,8.49
2017-04-04,East,Office Supplies,Supplies,240.37,7.2111
2017-04-04,East,Technology,Phones,160.24,44.455
2017-04-06,Central,Office Supplies,Paper,106.32,49.9704
2017-04-06,South,Office Supplies,Binders,8.1,-5.94
2017-04-07,South,Furniture,Furnishings,258.072,0.0
2017-04-07,South,Furniture,Tables,854.4745,-350.29380000000003
2017-04-07,South,Office Supplies,Art,16.256,1.2192
2017-04-07,South,Office Supplies,Binders,5.328,-3.552
2017-04-07,South,Technology,Accessories,617.976,-7.7247
2017-04-07,South,Technology,Phones,219.184,19.1786
2017-04-08,Central,Furniture,Furnishings,580.8599999999999,151.0236
2017-04-08,East,Office Supplies,Appliances,41.95,10.4875
2017-04-08,East,Office Supplies,Storage,2591.56,621.9744
2017-04-08,South,Furniture,Furnishings,56.28,15.7584
2017-04-08,South,Office Supplies,Binders,2690.97,1264.7559
2017-04-08,West,Office Supplies,Paper,440.31,212.8185
2017-04-09,Central,Office Supplies,Binders,478.24,219.9904
2017-04-09,East,Office Supplies,Art,35.97,9.7119
2017-04-09,East,Office Supplies,Binders,37.896,-29.0536
2017-04-09,East,Office Supplies,Labels,18.46,9.0454
2017-04-09,East,Office Supplies,Paper,270.144,121.963
2017-04-09,East,Office Supplies,Storage,501.81,0.0
2017-04-09,South,Office Supplies,Binders,17.43,-13.363
2017-04-09,South,Office Supplies,Labels,15.12,4.914
2017-04-09,South,Office Supplies,Paper,251.64,88.074
2017-04-10,Central,Office Supplies,Paper,10.368,3.6288
2017-04-10,Central,Technology,Accessories,95.736,20.3439
2017-04-10,East,Furniture,Furnishings,36.672,6.4176
2017-04-10,East,Office Supplies,Appliances,195.104,21.9492
2017-04-10,East,Office Supplies,Fasteners,7.16,3.58
2017-04-10,East,Office Supplies,Paper,7.61,3.5767
2017-04-10,East,Office Supplies,Storage,286.15,71.5375
2017-04-10,East,Technology,Accessories,99.99,41.9958
2017-04-10,South,Furniture,Furnishings,12.32,1.848
2017-04-10,South,Office Supplies,Binders,4.419,-3.0933
2017-04-11,Central,Office Supplies,Binders,11.364,-17.046
2017-04-11,East,Office Supplies,Storage,16.768,1.4672
2017-04-11,East,Technology,Accessories,27.12,-4.746
2017-04-11,South,Office Supplies,Art,22.744,2.5149
2017-04-11,West,Office Supplies,Art,41.86,14.2324
2017-04-11,West,Technology,Accessories,199.95,21.9945
2017-04-12,East,Office Supplies,Binders,29.7,13.365
2017-04-12,East,Office Supplies,Paper,39.96,17.982
2017-04-13,East,Office Supplies,Fasteners,7.92,1.683
2017-04-13,West,Furniture,Chairs,436.704,-38.2116
2017-04-13,West,Office Supplies,Binders,895.92,302.373
2017-04-13,West,Office Supplies,Paper,5.28,2.376
2017-04-14,Central,Office Supplies,Binders,8.76,4.2048
2017-04-14,East,Furniture,Bookcases,242.352,9.0882
2017-04-14,East,Furniture,Furnishings,74.45,20.1015
2017-04-14,East,Office Supplies,Art,104.448,23.8944
2017-04-14,East,Office Supplies,Binders,10.776,3.5022
2017-04-14,East,Office Supplies,Paper,13.872,5.0286
2017-04-14,South,Furniture,Bookcases,198.272,-32.2192
2017-04-15,Central,Office Supplies,Paper,20.736,7.2576
2017-04-15,South,Office Supplies,Art,4.89,2.0049
2017-04-15,South,Office Supplies,Binders,15.57,-11.937
2017-04-15,South,Office Supplies,Paper,15.552,5.4432
2017-04-15,West,Furniture,Furnishings,196.45,70.722
2017-04-15,West,Office Supplies,Paper,79.14,36.4044
2017-04-16,Central,Office Supplies,Art,16.52,2.065
2017-04-16,Central,Office Supplies,Binders,28.942,-49.056599999999996
2017-04-16,Central,Office Supplies,Storage,32.544,-7.7292
2017-04-16,East,Office Supplies,Binders,13.71,-10.054
2017-04-16,South,Office Supplies,Supplies,477.24,9.5448
2017-04-16,South,Technology,Accessories,25.98,1.5588
2017-04-16,West,Furniture,Bookcases,102.833,-6.049
2017-04-16,West,Office Supplies,Appliances,40.74,12.222
2017-04-16,West,Office Supplies,Storage,205.92,2.0592
2017-04-17,Central,Office Supplies,Storage,195.136,-43.9056
2017-04-17,East,Furniture,Furnishings,60.312,5.2773
2017-04-17,West,Furniture,Chairs,218.352,-19.1058
2017-04-17,West,Office Supplies,Binders,42.588,-31.6322
2017-04-17,West,Office Supplies,Fasteners,10.9,3.597
2017-04-17,West,Office Supplies,Labels,30.419999999999998,14.7582
2017-04-17,West,Office Supplies,Paper,48.876000000000005,20.7648
2017-04-17,West,Technology,Accessories,274.89,46.7313
2017-04-17,West,Technology,Machines,2549.985,-3399.98
2017-04-20,Central,Furniture,Chairs,317.058,-18.1176
2017-04-20,Central,Furniture,Furnishings,58.96,-58.358000000000004
2017-04-20,Central,Office Supplies,Art,15.76,3.546
2017-04-20,Central,Office Supplies,Binders,183.42000000000002,88.7728
2017-04-20,East,Furniture,Furnishings,94.376,19.9354
2017-04-20,East,Office Supplies,Binders,8.7,-6.38
2017-04-20,East,Office Supplies,Storage,1232.584,17.832100000000004
2017-04-20,East,Technology,Phones,122.382,-24.4764
2017-04-21,Central,Office Supplies,Appliances,97.264,-243.16
2017-04-21,Central,Office Supplies,Binders,5.628,-9.702300000000001
2017-04-21,Central,Office Supplies,Paper,20.736,7.2576
2017-04-21,Central,Technology,Accessories,47.976,8.3958
2017-04-21,East,Furniture,Chairs,908.82,227.205
2017-04-21,West,Furniture,Furnishings,162.6,34.146
2017-04-21,West,Technology,Accessories,11.54,3.462
2017-04-22,East,Furniture,Furnishings,254.352,0.0
2017-04-22,South,Office Supplies,Storage,675.06,87.7578
2017-04-22,West,Furniture,Furnishings,18.28,6.2152
2017-04-23,Central,Technology,Accessories,155.34,55.9224
2017-04-23,East,Office Supplies,Appliances,121.94,35.3626
2017-04-23,East,Office Supplies,Binders,11.76,-7.84
2017-04-23,East,Office Supplies,Paper,5.344,1.8704
2017-04-23,East,Office Supplies,Supplies,177.60999999999999,52.185
2017-04-23,South,Furniture,Bookcases,387.136,-14.5176
2017-04-23,South,Furniture,Furnishings,77.952,-11.6928
2017-04-23,South,Office Supplies,Labels,3.0,1.05
2017-04-23,South,Technology,Accessories,45.408,11.9196
2017-04-23,West,Furniture,Furnishings,102.164,37.8636
2017-04-23,West,Office Supplies,Binders,92.88,30.186
2017-04-23,West,Office Supplies,Envelopes,18.688,7.008
2017-04-24,Central,Office Supplies,Binders,10.43,-18.2525
2017-04-24,Central,Office Supplies,Storage,72.784,-18.196
2017-04-24,East,Office Supplies,Appliances,99.28,12.41
2017-04-24,East,Office Supplies,Binders,8.706,-6.7538
2017-04-24,East,Technology,Accessories,69.98,4.8986
2017-04-24,South,Office Supplies,Storage,113.568,-21.294
2017-04-24,West,Office Supplies,Fasteners,1.81,0.6516
2017-04-24,West,Technology,Phones,552.0,34.5
2017-04-25,South,Office Supplies,Art,109.968,12.048
2017-04-25,West,Furniture,Bookcases,344.981,28.4102
2017-04-25,West,Office Supplies,Art,8.896,0.6672
2017-04-25,West,Office Supplies,Binders,87.24799999999999,32.022800000000004
2017-04-25,West,Office Supplies,Paper,19.05,8.763
2017-04-25,West,Technology,Accessories,107.97,22.6737
2017-04-26,Central,Furniture,Furnishings,1.988,-1.4413
2017-04-26,West,Office Supplies,Labels,39.28,19.2472
2017-04-26,West,Office Supplies,Paper,20.34,9.3564
2017-04-27,Central,Furniture,Bookcases,220.2656,-42.1096
2017-04-27,Central,Office Supplies,Labels,33.12,11.592
2017-04-27,West,Furniture,Furnishings,139.58,39.0824
2017-04-27,West,Office Supplies,Art,183.61,51.455799999999996
2017-04-28,East,Office Supplies,Art,6.848,0.7704
2017-04-28,East,Office Supplies,Storage,8.384,0.7336
2017-04-28,South,Office Supplies,Appliances,28.08,5.265
2017-04-28,South,Technology,Phones,751.984,84.5982
2017-04-29,East,Furniture,Tables,1048.35,-69.89
2017-04-29,East,Office Supplies,Labels,4.91,2.4059
2017-04-30,Central,Office Supplies,Binders,43.372,-69.3952
2017-04-30,East,Office Supplies,Binders,13.896,-9.264
2017-04-30,East,Office Supplies,Envelopes,62.96,28.332
2017-04-30,East,Office Supplies,Labels,5.76,2.8224
2017-04-30,East,Office Supplies,Paper,10.368,3.6288
2017-04-30,East,Technology,Phones,677.58,-158.102
2017-04-30,South,Furniture,Furnishings,244.38400000000001,-2.0604000000000005
2017-04-30,South,Office Supplies,Art,15.528,4.8525
2017-04-30,South,Office Supplies,Binders,4.842,-3.5508
2017-04-30,South,Office Supplies,Labels,16.56,5.5548
2017-04-30,South,Technology,Accessories,2.376,0.7425
2017-04-30,West,Furniture,Furnishings,64.96,21.4368
2017-04-30,West,Office Supplies,Art,9.78,4.0098
2017-04-30,West,Office Supplies,Binders,23.24,7.553
2017-04-30,West,Office Supplies,Envelopes,30.56,14.9744
2017-04-30,West,Office Supplies,Paper,163.96,80.3404
2017-05-01,South,Furniture,Bookcases,314.352,-15.7176
2017-05-01,South,Furniture,Chairs,2803.92,0.0
2017-05-01,South,Furniture,Tables,933.262,-458.1468
2017-05-01,South,Office Supplies,Labels,4.608,1.4976
2017-05-01,South,Office Supplies,Supplies,3.328,0.416
2017-05-01,South,Technology,Accessories,48.9,18.093
2017-05-02,East,Furniture,Furnishings,129.93,12.993
2017-05-02,West,Office Supplies,Art,59.52,15.4752
2017-05-02,West,Office Supplies,Paper,50.099999999999994,22.889
2017-05-02,West,Technology,Accessories,159.56,59.0372
2017-05-03,East,Furniture,Furnishings,32.448,7.3008
2017-05-03,East,Furniture,Tables,373.47,-112.041
2017-05-03,East,Office Supplies,Binders,90.58800000000001,-62.532
2017-05-03,East,Office Supplies,Fasteners,8.0,2.8
2017-05-03,West,Office Supplies,Art,22.96,6.6584
2017-05-03,West,Office Supplies,Paper,25.92,12.4416
2017-05-03,West,Office Supplies,Storage,832.96,65.27199999999999
2017-05-04,East,Office Supplies,Binders,13.911000000000001,-10.9857
2017-05-04,South,Office Supplies,Paper,41.51,19.6515
2017-05-04,South,Office Supplies,Storage,588.35,170.2833
2017-05-04,West,Furniture,Tables,300.904,11.2839
2017-05-04,West,Office Supplies,Appliances,243.16,72.948
2017-05-04,West,Office Supplies,Paper,17.61,8.4528
2017-05-04,West,Technology,Phones,183.96,20.6955
2017-05-05,East,Office Supplies,Paper,6.68,3.2064
2017-05-05,South,Office Supplies,Binders,34.5,15.525
2017-05-05,West,Furniture,Bookcases,89.991,-152.9847
2017-05-05,West,Office Supplies,Binders,9.552,-7.3232
2017-05-05,West,Office Supplies,Envelopes,44.4,19.014
2017-05-06,Central,Furniture,Bookcases,623.4648,-119.1918
2017-05-06,Central,Office Supplies,Art,6.408,0.6408
2017-05-06,Central,Office Supplies,Binders,11.06,-18.802
2017-05-06,Central,Office Supplies,Storage,772.68,-57.951
2017-05-06,Central,Technology,Accessories,600.712,105.43469999999999
2017-05-06,East,Office Supplies,Labels,59.2,29.6
2017-05-06,South,Office Supplies,Art,54.66,18.0378
2017-05-06,South,Office Supplies,Binders,68.541,-52.5481
2017-05-06,South,Office Supplies,Labels,122.12,39.689
2017-05-06,South,Technology,Phones,627.168,70.5564
2017-05-06,West,Office Supplies,Appliances,152.94,41.2938
2017-05-06,West,Office Supplies,Paper,84.416,27.4352
2017-05-07,Central,Furniture,Chairs,1962.0900000000001,549.6677
2017-05-07,Central,Office Supplies,Appliances,87.444,18.4604
2017-05-07,West,Technology,Accessories,79.99,28.7964
2017-05-07,West,Technology,Phones,419.944,52.493
2017-05-08,Central,Office Supplies,Paper,41.472,14.5152
2017-05-08,East,Furniture,Chairs,176.04999999999998,-25.839
2017-05-08,West,Office Supplies,Appliances,81.08,22.7024
2017-05-08,West,Technology,Copiers,3359.952,1049.985
2017-05-09,South,Furniture,Chairs,207.0,25.875
2017-05-09,South,Office Supplies,Envelopes,65.232,22.0158
2017-05-09,West,Furniture,Tables,286.85,63.107
2017-05-09,West,Office Supplies,Binders,147.92,46.225
2017-05-09,West,Office Supplies,Storage,171.24,28.7484
2017-05-09,West,Technology,Accessories,199.98,87.9912
2017-05-11,Central,Furniture,Furnishings,7.996,-6.9965
2017-05-11,Central,Office Supplies,Art,5.248,0.5904
2017-05-11,Central,Office Supplies,Paper,6.848,2.14
2017-05-11,Central,Office Supplies,Storage,74.416,-14.8832
2017-05-11,East,Office Supplies,Art,43.92,12.7368
2017-05-11,West,Furniture,Bookcases,209.979,-356.9643
2017-05-11,West,Office Supplies,Binders,26.032,9.4366
2017-05-11,West,Office Supplies,Labels,37.59,17.6673
2017-05-11,West,Office Supplies,Paper,37.44,16.848
2017-05-12,Central,Office Supplies,Binders,34.24,-53.072
2017-05-12,Central,Office Supplies,Storage,127.92,-15.99
2017-05-12,East,Furniture,Furnishings,42.85,15.426
2017-05-12,East,Office Supplies,Art,10.272,1.1556
2017-05-12,East,Office Supplies,Labels,12.064,4.9494
2017-05-12,East,Office Supplies,Paper,87.6,42.048
2017-05-12,East,Office Supplies,Supplies,17.0,4.42
2017-05-12,East,Technology,Accessories,87.4,34.96
2017-05-12,West,Furniture,Tables,285.48,-10.7055
2017-05-12,West,Office Supplies,Appliances,7.77,2.0979
2017-05-12,West,Office Supplies,Binders,19.168,6.4692
2017-05-12,West,Office Supplies,Supplies,238.62,4.7724
2017-05-13,Central,Office Supplies,Binders,914.97,411.7365
2017-05-13,Central,Office Supplies,Envelopes,180.96,81.432
2017-05-13,Central,Office Supplies,Paper,14.94,7.3206
2017-05-13,Central,Office Supplies,Storage,530.34,95.4612
2017-05-13,Central,Technology,Phones,587.97,158.7519
2017-05-13,East,Furniture,Chairs,458.43,-124.431
2017-05-13,East,Office Supplies,Binders,299.52,149.76
2017-05-13,South,Office Supplies,Appliances,20.768,2.3364
2017-05-13,West,Office Supplies,Labels,58.48,27.4856
2017-05-14,Central,Furniture,Chairs,899.43,-12.849
2017-05-14,Central,Office Supplies,Art,46.2,5.775
2017-05-14,Central,Office Supplies,Paper,124.816,43.086200000000005
2017-05-14,Central,Technology,Phones,7.992,0.6993
2017-05-14,East,Furniture,Chairs,261.96,23.5764
2017-05-14,East,Office Supplies,Art,55.660000000000004,17.0054
2017-05-14,East,Office Supplies,Binders,58.17,-46.536
2017-05-14,East,Office Supplies,Labels,79.04,38.764
2017-05-14,East,Office Supplies,Paper,24.784,7.745
2017-05-14,East,Office Supplies,Storage,22.58,5.8708
2017-05-14,East,Technology,Accessories,89.97,18.8937
2017-05-14,East,Technology,Phones,539.97,134.9925
2017-05-14,South,Office Supplies,Envelopes,48.69,23.8581
2017-05-14,West,Furniture,Furnishings,18.28,6.2152
2017-05-14,West,Office Supplies,Paper,440.19,206.8893
2017-05-14,West,Office Supplies,Supplies,64.4,1.932
2017-05-14,West,Technology,Accessories,1399.93,601.9699
2017-05-15,Central,Office Supplies,Paper,56.704,19.1376
2017-05-15,Central,Technology,Phones,11.12,3.475
2017-05-15,West,Furniture,Chairs,263.584,29.1204
2017-05-15,West,Furniture,Furnishings,39.96,17.1828
2017-05-15,West,Office Supplies,Binders,4.752,-3.168
2017-05-15,West,Office Supplies,Paper,15.552,5.6376
2017-05-15,West,Technology,Phones,29.592,2.5893
2017-05-16,East,Office Supplies,Storage,221.024,-55.256
2017-05-18,Central,Furniture,Furnishings,24.5,-11.1669
2017-05-18,Central,Office Supplies,Appliances,706.86,197.9208
2017-05-18,Central,Office Supplies,Binders,52.059999999999995,6.783100000000001
2017-05-18,Central,Office Supplies,Storage,8.928,0.6696
2017-05-18,Central,Technology,Phones,114.95,2.299
2017-05-18,East,Furniture,Furnishings,14.56,6.2608
2017-05-18,East,Office Supplies,Binders,3.048,1.0287
2017-05-18,East,Technology,Accessories,36.048,-0.9012
2017-05-18,South,Furniture,Bookcases,302.94,75.735
2017-05-18,South,Office Supplies,Appliances,17.24,4.4824
2017-05-18,South,Office Supplies,Binders,113.94,54.6912
2017-05-18,South,Technology,Phones,90.72999999999999,31.3119
2017-05-18,West,Technology,Phones,344.704,38.7792
2017-05-19,Central,Office Supplies,Labels,13.216,4.2952
2017-05-19,Central,Office Supplies,Paper,38.016,13.7808
2017-05-19,Central,Technology,Phones,95.992,9.5992
2017-05-19,East,Office Supplies,Appliances,281.34,109.7226
2017-05-19,East,Technology,Accessories,299.97,113.9886
2017-05-19,East,Technology,Phones,307.98,89.3142
2017-05-19,South,Furniture,Bookcases,1628.82,374.6286
2017-05-19,South,Furniture,Chairs,314.352,-35.3646
2017-05-19,South,Office Supplies,Binders,26.16,12.8184
2017-05-19,South,Office Supplies,Paper,510.45799999999997,242.6559
2017-05-19,South,Technology,Accessories,67.8,4.068
2017-05-19,South,Technology,Phones,377.97,98.2722
2017-05-19,West,Furniture,Chairs,681.408,42.588
2017-05-19,West,Office Supplies,Appliances,97.16,28.1764
2017-05-19,West,Office Supplies,Art,9.1,2.4158
2017-05-19,West,Office Supplies,Binders,133.12,49.92
2017-05-19,West,Technology,Accessories,36.32,10.896
2017-05-20,Central,Office Supplies,Art,179.36,51.013200000000005
2017-05-20,Central,Office Supplies,Binders,41.28,19.8144
2017-05-20,Central,Office Supplies,Fasteners,7.41,3.4827
2017-05-20,Central,Office Supplies,Storage,704.76,162.0948
2017-05-20,West,Furniture,Chairs,518.272,-97.176
2017-05-20,West,Furniture,Furnishings,6.98,3.3504
2017-05-20,West,Office Supplies,Appliances,64.9,18.821
2017-05-20,West,Office Supplies,Binders,8.288,3.0044
2017-05-20,West,Technology,Machines,343.2,38.61
2017-05-20,West,Technology,Phones,1123.128,70.1955
2017-05-21,East,Furniture,Furnishings,520.05,72.807
2017-05-21,East,Office Supplies,Art,17.97,5.2113
2017-05-22,Central,Furniture,Chairs,181.986,-54.5958
2017-05-22,Central,Office Supplies,Binders,1.592,-2.6268
2017-05-22,Central,Office Supplies,Supplies,22.344,2.5137
2017-05-22,West,Office Supplies,Art,62.18,22.4092
2017-05-22,West,Technology,Accessories,68.46,25.3302
2017-05-23,Central,Office Supplies,Appliances,18.32,-46.716
2017-05-23,Central,Office Supplies,Binders,1.188,-1.9602
2017-05-23,Central,Office Supplies,Fasteners,1.824,0.6156
2017-05-23,Central,Office Supplies,Storage,48.816,-11.5938
2017-05-23,West,Furniture,Tables,171.288,-6.4233
2017-05-25,Central,Office Supplies,Storage,50.136,-11.2806
2017-05-25,East,Furniture,Furnishings,18.84,6.0288
2017-05-25,East,Office Supplies,Binders,663.92,207.475
2017-05-25,East,Office Supplies,Fasteners,3.29,1.4805
2017-05-25,East,Technology,Accessories,120.0,13.2
2017-05-25,South,Office Supplies,Binders,29.84,13.428
2017-05-26,South,Office Supplies,Appliances,208.44,62.532
2017-05-26,South,Office Supplies,Supplies,25.76,0.7728
2017-05-26,South,Technology,Accessories,23.08,6.924
2017-05-26,West,Office Supplies,Paper,12.96,6.2208
2017-05-27,Central,Furniture,Furnishings,477.3,138.417
2017-05-27,South,Office Supplies,Binders,70.4,17.9532
2017-05-27,South,Office Supplies,Paper,25.92,9.072
2017-05-27,South,Technology,Accessories,27.192,0.3399
2017-05-27,South,Technology,Phones,539.97,134.9925
2017-05-27,West,Furniture,Furnishings,35.0,14.7
2017-05-27,West,Office Supplies,Art,31.44,7.86
2017-05-27,West,Office Supplies,Storage,477.15,28.629
2017-05-27,West,Technology,Accessories,98.16,9.816
2017-05-27,West,Technology,Phones,302.376,22.6782
2017-05-28,Central,Furniture,Chairs,106.869,-29.0073
2017-05-28,Central,Office Supplies,Binders,3.564,-6.237
2017-05-28,Central,Technology,Phones,54.368,4.0776
2017-05-28,East,Furniture,Bookcases,115.96,-64.9376
2017-05-28,East,Furniture,Furnishings,274.9,111.336
2017-05-28,East,Office Supplies,Appliances,125.13,36.2877
2017-05-28,East,Office Supplies,Paper,13.872,5.0286
2017-05-28,South,Furniture,Chairs,301.96,33.2156
2017-05-28,West,Office Supplies,Paper,15.552,5.4432
2017-05-28,West,Technology,Accessories,271.968,54.3936
2017-05-28,West,Technology,Phones,195.96,19.596
2017-05-29,Central,Furniture,Furnishings,71.664,-49.718399999999995
2017-05-29,Central,Office Supplies,Appliances,465.16,120.9416
2017-05-29,Central,Office Supplies,Binders,43.41,19.9686
2017-05-29,Central,Office Supplies,Fasteners,23.55,1.1775
2017-05-29,Central,Office Supplies,Paper,33.900000000000006,13.386000000000001
2017-05-29,Central,Office Supplies,Storage,53.424,4.6746
2017-05-30,Central,Furniture,Bookcases,204.6664,-6.0196
2017-05-30,South,Furniture,Bookcases,241.96,33.8744
2017-05-30,South,Furniture,Furnishings,8.01,3.0438
2017-05-30,South,Office Supplies,Binders,3.89,1.8672
2017-05-30,West,Furniture,Furnishings,13.592,-0.3398
2017-05-30,West,Office Supplies,Art,35.1,10.179
2017-05-30,West,Office Supplies,Paper,37.52,18.0096
2017-05-30,West,Technology,Accessories,35.36,-3.094
2017-05-30,West,Technology,Phones,156.792,17.6391
2017-06-01,Central,Furniture,Chairs,1925.88,539.2464
2017-06-01,Central,Office Supplies,Appliances,2405.2,793.716
2017-06-01,Central,Office Supplies,Binders,71.28,34.562
2017-06-01,Central,Technology,Accessories,123.86,30.7136
2017-06-01,East,Office Supplies,Appliances,17.48,1.311
2017-06-01,East,Office Supplies,Binders,3.798,-2.6586
2017-06-01,East,Office Supplies,Paper,27.744,10.0572
2017-06-01,East,Office Supplies,Storage,324.744,-77.1267
2017-06-01,East,Technology,Phones,158.376,-34.3148
2017-06-02,Central,Office Supplies,Paper,10.688,3.7408
2017-06-02,East,Office Supplies,Storage,27.44,2.401
2017-06-02,East,Technology,Phones,2.97,-0.6435
2017-06-02,South,Office Supplies,Paper,25.344,9.1872
2017-06-02,West,Office Supplies,Envelopes,43.92,15.921
2017-06-02,West,Office Supplies,Paper,25.344,7.92
2017-06-03,East,Furniture,Tables,384.768,-115.4304
2017-06-03,East,Office Supplies,Paper,45.36,22.2264
2017-06-03,East,Technology,Machines,78.66,36.1836
2017-06-03,South,Furniture,Bookcases,241.568,0.0
2017-06-03,South,Furniture,Furnishings,35.168,9.6712
2017-06-03,South,Office Supplies,Appliances,29.672,2.4204
2017-06-03,South,Office Supplies,Binders,4.554,-3.4914
2017-06-03,South,Office Supplies,Paper,15.552,5.4432
2017-06-03,South,Technology,Accessories,316.392,-6.7149
2017-06-03,South,Technology,Phones,503.96,50.396
2017-06-03,West,Office Supplies,Binders,3.912,1.2714
2017-06-03,West,Office Supplies,Paper,11.96,5.382
2017-06-03,West,Office Supplies,Storage,136.26,5.4504
2017-06-03,West,Technology,Accessories,1144.25,371.3375
2017-06-04,Central,Furniture,Furnishings,30.336,-17.4432
2017-06-04,Central,Office Supplies,Art,8.64,2.5056
2017-06-04,Central,Office Supplies,Binders,6.37,-9.555
2017-06-04,South,Furniture,Furnishings,31.984,1.999
2017-06-04,South,Office Supplies,Binders,117.62,58.428399999999996
